Date,Title,Location,Time,Description,Category,Audience
"Thursday July 2, 2026",Take and Make,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults Bilingual Storytime: English &"
"Thursday July 2, 2026",Spanish,WEST CHARLESTON LIBRARY,11:15am - 11:45am,Children ages 0-5 and their caregivers can join us for a special storytime in English and Spanish. We will share stories and songs together. Speaking Spanish is not necessary to participate.,Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 2, 2026",Baby Storytime,CENTENNIAL HILLS LIBRARY,11:30am - 12:00pm,"This storytime is for all children ages 0-18 months & their parents. Families will enjoy books, songs, rhymes, & movement activities while building language & literacy skills. Space is limited.",Storytime,Babies
"Thursday July 2, 2026",Puzzle Club,SUMMERLIN LIBRARY,11:30am - 1:30pm,Enjoy puzzles? Come join us for puzzle fun. Intended for adults.,"Arts, Crafts & Hobbies","Seniors, Adults Page 12 of 193 --footer-line"
"Thursday July 2, 2026",Five & Under Storytime,WINDMILL LIBRARY,11:30am - 12:00pm,"Families will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",Five & Under Storytime,SUMMERLIN LIBRARY,11:30am - 12:00pm,"Enjoy a fun storytime with a variety of books, sing-a-longs, literacy tips & more.",Storytime,"Toddlers, Preschoolers, Babies"
"Thursday July 2, 2026",Pre-K Storytime,SPRING VALLEY LIBRARY,11:30am - 12:15pm,"Children ages 3-5 and their caregivers are welcome to join us for stories, songs, and activities that build early literacy skills.",Education & Literacy • Storytime,Preschoolers
"Thursday July 2, 2026",Meet Up and Eat Up,INDIAN SPRINGS LIBRARY,11:30am - 1:30pm,Join the Indian Springs Library for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",Summer of STEAM,INDIAN SPRINGS LIBRARY,11:30am - 12:30pm,"Learn about Science, Technology, Engineering, Art, and Math through fun, short experiments! Every week will feature a different experiment.",Environment & Nature • STEAM,"Tweens, Teens, Kids"
"Thursday July 2, 2026",Music With Minis,CLARK COUNTY LIBRARY,11:30am - 12:00pm,"Join us for an action packed 30 minutes of singing, dancing, jumping, and fun movement activities. This program is for families with children ages 0-5.",Storytime,"Toddlers, Preschoolers, Babies Take Better Pictures With Your Cell"
"Thursday July 2, 2026",Phone,SAHARA WEST LIBRARY,12:00pm - 1:00pm,Improve your photography skills on your cell phone by learning from a pro! Commercial photographer Victor Esquivel will demonstrate the basic features of your cell phone camera with hands-on practice.,"Arts, Crafts & Hobbies • Computers & Technology",Adults
"Thursday July 2, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Thursday July 2, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies Page 13 of 193 --footer-line"
"Thursday July 2, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 2, 2026",Meet Up and Eat Up,CENTENNIAL HILLS LIBRARY,12:30pm - 2:00pm,Join Centennial Hills Library in the Bookstore & Vending area for free meals for children ages 3- 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Teens, Preschoolers, Kids"
"Thursday July 2, 2026",Voice Acting Teen Workshop,CENTENNIAL HILLS LIBRARY,1:00pm - 5:00pm,"Get ready to step up to the mic and bring characters to life in this fun, hands-on voice acting workshop!","Arts, Crafts & Hobbies",Teens REGISTERED EVENT English as a Second Language (ESL)
"Thursday July 2, 2026",testing for classes,CLARK COUNTY LIBRARY,1:30pm - 4:00pm,ESL testing to place students in classes in July,Education & Literacy,Adults REGISTERED EVENT English as a Second Language (ESL)
"Thursday July 2, 2026",testing for classes,CLARK COUNTY LIBRARY,1:30pm - 4:00pm,ESL testing to place students in classes in July,Education & Literacy,Adults REGISTERED EVENT English as a Second Language (ESL)
"Thursday July 2, 2026",testing for classes,CLARK COUNTY LIBRARY,1:30pm - 4:00pm,ESL testing to place students in classes in July,Education & Literacy,Adults REGISTERED EVENT
"Thursday July 2, 2026",Intro to GarageBand,WEST LAS VEGAS LIBRARY,2:00pm - 3:00pm,Learn the basics of editing with GarageBand in this beginner-friendly session. Perfect for anyone curious about easy editing? No prior experience required!,"Arts, Crafts & Hobbies • Computers & Technology","Teens, Seniors, Adults"
"Thursday July 2, 2026",Meet Up and Eat Up,WEST LAS VEGAS LIBRARY,2:00pm - 4:00pm,Join West Las Vegas Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",CaptionCall,EAST LAS VEGAS LIBRARY,2:00pm - 3:00pm,CaptionCall is a federally funded captioning service which includes the CaptionCall phone and equipment at no cost. To qualify an individual must have hearing loss and need captions to use the phone.,Computers & Technology,"Seniors, Adults"
"Thursday July 2, 2026",CaptionCall,EAST LAS VEGAS LIBRARY,2:00pm - 3:00pm,"Aprenda sobre servicios telefónicos gratuitos con subtítulos para personas con pérdida auditiva, incluyendo elegibilidad, instalación y apoyo.",Computers & Technology,"Seniors, Adults"
"Thursday July 2, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,2:00pm - 5:00pm,"Do you remember Shrinky Dinks? Stop by and make some Shrinky Dinks for earrings, keychains, neckless, or even to hang in your window!","Arts, Crafts & Hobbies • STEAM","Tweens, Teens, Seniors, Kids, Adults Page 14 of 193 --footer-line"
"Thursday July 2, 2026",Book Sale,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Thursday July 2, 2026",Take and Make,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Thursday July 2, 2026",Adult Game Retreat,INDIAN SPRINGS LIBRARY,2:00pm - 4:00pm,"While the kids are away, the adults can come play! Bring your own game or play one of ours, but come enjoy our air conditioned space and big tables for some board- and card games!",Games,Adults
"Thursday July 2, 2026",Coloring for Adults,MESQUITE LIBRARY,2:30pm - 3:30pm,Join us for a relaxing session of coloring intricate and meditative designs of various artists. Supplies provided!,"Arts, Crafts & Hobbies","Seniors, Adults"
"Thursday July 2, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Thursday July 2, 2026",Teen Scene,MESQUITE LIBRARY,3:00pm - 5:00pm,"Looking for a place to hang out, get creative and have fun? Teen Scene is where it's at! Bring your friends, make something awesome, and show off your style. Ages 12-17/Grades 6-12","Arts, Crafts & Hobbies • Games • STEAM","Tweens, Teens"
"Thursday July 2, 2026",Fiber Arts Club,WINDMILL LIBRARY,3:00pm - 5:00pm,"Punch needle, crochet, felting, and more for teens grade 6-12! Come to the fiber arts club for some fun crafting. Ages 15 - 17 may earn your sewing certification.","Arts, Crafts & Hobbies • STEAM",Teens
"Thursday July 2, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",Patriotic Presidental Double Feature,CLARK COUNTY LIBRARY,3:00pm - 7:30pm,Come celebrate Independence Day at the Clark County Library with popcorn and these classic presidential movies!,Entertainment & Theater,"Seniors, Adults Page 15 of 193 --footer-line"
"Thursday July 2, 2026",Reading Buddies,SPRING VALLEY LIBRARY,3:00pm - 5:00pm,Need a little extra help with reading this summer? Kids in grades K-5 are invited to come practice with our teen volunteers! Same-day registration is recommended.,Education & Literacy,Kids REGISTERED EVENT 3D Printing Certification Course
"Thursday July 2, 2026",Rainbow,RAINBOW LIBRARY,3:00pm - 4:30pm,"Learn the basics of using a 3D printer. By taking this course & passing, you will be certified to use any 3D Printing Station at The Library District.",Computers & Technology,"Tweens, Teens, Adults"
"Thursday July 2, 2026",Family Book Bingo,BLUE DIAMOND LIBRARY,3:30pm - 5:00pm,"Family, come to the library for book bingo! Everyone will receive a free book or an item from the bookstore. Winners will get some cool prizes!",Games,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Adults"
"Thursday July 2, 2026",Game Night,WEST CHARLESTON LIBRARY,3:30pm - 5:30pm,Join us every Thursday from 3:30 pm - 5:30 pm for an exciting time of fun and friendly competition. Hang out and meet fellow teenagers as you challenge your skills in video games and board games.,Games,Teens CANCELLED EVENT
"Thursday July 2, 2026",Teen Tech Thursday,WEST LAS VEGAS LIBRARY,3:30pm - 5:30pm,"Students in grades 6-12 are invited to dive into video games, jump into VR worlds, and explore new tech during Teen Tech Thursdays.",Computers & Technology,Teens World UFO Day Storytime and
"Thursday July 2, 2026",Crafternoon,WHITNEY LIBRARY,3:30pm - 4:30pm,Beam up for an out-of-this-world storytime and craft adventure!,"Arts, Crafts & Hobbies • Storytime","Toddlers, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",STEAM Activities for Kids,MESQUITE LIBRARY,4:00pm - 5:00pm,"Participate each week in a fun, hands-on Science, Technology, Engineering, Art, or Math activity! Geared towards school-age children (grades K-5).",Computers & Technology • Education & Literacy • STEAM,"Tweens, Kids"
"Thursday July 2, 2026",Intro to Machine Sewing and Safety,SUNRISE LIBRARY,4:00pm - 6:00pm,"Get hands-on experience with the Janome MOD-19 sewing machine! In this beginner class, you'll learn how to thread the machine, wind a bobbin, sew with confidence, and use the machine safely.","Arts, Crafts & Hobbies","Teens, Seniors, Adults"
"Thursday July 2, 2026",Craftopia,WEST LAS VEGAS LIBRARY,4:00pm - 5:00pm,Join us on Thursday afternoons for an hour of fun crafts and activities that will be enjoyable for the whole family.,"Arts, Crafts & Hobbies","Tweens, Preschoolers, Kids"
"Thursday July 2, 2026",Teen Thursday,SAHARA WEST LIBRARY,4:00pm - 5:30pm,Chat and craft with other teens at the library!,"Arts, Crafts & Hobbies",Teens Page 16 of 193 --footer-line
"Thursday July 2, 2026",Summer Tutoring,ENTERPRISE LIBRARY,4:00pm - 6:00pm,"Enterprise Library is offering free summer tutoring services for youth in grades K-12. Our tutor can assist with Reading, Writing, and Math!",Education & Literacy,"Tweens, Teens, Kids REGISTERED EVENT"
"Thursday July 2, 2026",Introduction to Podcasting,ENTERPRISE LIBRARY,4:15pm - 5:15pm,Learn the basics of operating podcasting equipment and gain access to our podcasting spaces.,Computers & Technology • Entertainment & Theater,"Seniors, Adults REGISTERED EVENT"
"Thursday July 2, 2026",Social cirKISH Youth Workshop,EAST LAS VEGAS LIBRARY,4:30pm - 6:00pm,"Social CirKISH invites kids (ages 8+) and teens to join free circus workshops to learn acrobatics, juggling, clowning skills, and more!",Entertainment & Theater • Health & Wellness,"Tweens, Teens, Kids"
"Thursday July 2, 2026",Club STEAM,ENTERPRISE LIBRARY,4:30pm - 5:30pm,Get ready to explore fun and messy science activities! For youth in grades K-5th.,STEAM,Kids
"Thursday July 2, 2026",Meet Up and Eat Up,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join East Las Vegas Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Thursday July 2, 2026",LEGO Club,WEST CHARLESTON LIBRARY,4:30pm - 5:30pm,Kids ages 6-12 are invited to create their own LEGO masterpiece to be displayed all month long in the library!,"Arts, Crafts & Hobbies",Kids
"Thursday July 2, 2026",Teen Hangout,GOODSPRINGS LIBRARY,5:00pm - 6:45pm,"Teens in grades 6th-12th (ages 12-18) are welcome to hangout in the library to socialize, play games, watch movies, and more.","Arts, Crafts & Hobbies • Entertainment & Theater • Games","Tweens, Teens"
"Thursday July 2, 2026",DJ Workshop,EAST LAS VEGAS LIBRARY,5:00pm - 6:00pm,Only good times learning the basics of mixing on DJ controllers in this workshop. Want to practice what you've learned after or prep for a gig? Use our DJ controllers any day & time our lab is open!,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Seniors, Adults REGISTERED EVENT"
"Thursday July 2, 2026",Solo Recording 101,WEST LAS VEGAS LIBRARY,5:00pm - 6:00pm,"Learn how to go from step zero, to setting up a session, to pressing record in a state-of-the-art facility.","Arts, Crafts & Hobbies • Entertainment & Theater","Teens, Adults"
